client,facility,system,id,type,name,units,category,device,sensor,device type,device ID,alias,[config] description,,processor,inputs,constants,calculation,function calls
Oxy,HornMountain,EPRMS,M28,measured,Spare, ft,ADACS,SPARE,,NIDAQ-MX,,,ADACS,,,,,,
Oxy,HornMountain,EPRMS,M29,measured,Spare, ft,ADACS,SPARE,,NIDAQ-MX,,,ADACS,,,,,,
Oxy,HornMountain,EPRMS,M30,measured,EC Latitude DegMin, none,GPS,EASTCRANE,RS232,SER-NMEA,,,East Crane Latitude Degrees and Integer Minutes only (raw data – not for general use),,P10,,,,
Oxy,HornMountain,EPRMS,M31,measured,EC Latitude DecMin, none,GPS,EASTCRANE,RS232,SER-NMEA,,,East Crane Latitude Decimal minutes only. 1 to 4 decimal places (0 - 0.XXXX minutes (raw data - not for general use)),,P10,,,,
Oxy,HornMountain,EPRMS,M32,measured,EC Longitude DegMin, none,GPS,EASTCRANE,RS232,SER-NMEA,,,East Crane Longitude Degrees and Integer Minutes only (raw data – not for general use),,P10,,,,
Oxy,HornMountain,EPRMS,M33,measured,EC Longitude DecMin, none,GPS,EASTCRANE,RS232,SER-NMEA,,,East Crane Longitude Decimal Minutes only. 1 to 4 decimal places (0 - 0.XXXX minutes (raw data - not for general use)),,P10,,,,
Oxy,HornMountain,EPRMS,M34,measured,EC GPS Quality, none,GPS,EASTCRANE,RS232,SER-NMEA,,,East Crane GPS Quality,,P12,,,,
Oxy,HornMountain,EPRMS,M35,measured,EC Number of Sat, none,GPS,EASTCRANE,RS232,SER-NMEA,,,East Crane number of satellites being used to compute the position by the GPS receiver,,,,,,
Oxy,HornMountain,EPRMS,M36,measured,EC Wind Direction, deg,Crane,EASTCRANE,RS232,SER-NMEA,,EC Raw Wind Dir,East Crane Wind Sensor Raw Direction,at sensor height,P14,,,,
Oxy,HornMountain,EPRMS,M37,measured,EC Wind Speed, knots,Crane,EASTCRANE,RS232,SER-NMEA,,EC Raw Wind Spd,East Crane Wind Sensor Raw Speed,at sensor height,P14,,,,
Oxy,HornMountain,EPRMS,M38,measured,EC Compass Heading, deg,Crane,EASTCRANE,RS232,SER-NMEA,,EC Crane Heading,East Crane Heading from Crane Rest,,P10,,,,
Oxy,HornMountain,EPRMS,M39,measured,WC Latitude DegMin, none,GPS,WESTCRANE,RS232,SER-NMEA,,,West Crane Latitude Degrees and Integer Minutes only (raw data – not for general use),,P11,,,,
Oxy,HornMountain,EPRMS,M40,measured,WC Latitude DecMin, none,GPS,WESTCRANE,RS232,SER-NMEA,,,West Crane Latitude Decimal Minutes only. 1 to 4 decimal places (0 - 0.XXXX minutes (raw data - not for general use)),,P11,,,,
Oxy,HornMountain,EPRMS,M41,measured,WC Longitude DegMin, none,GPS,WESTCRANE,RS232,SER-NMEA,,,West Crane Longitude Degrees and Integer Minutes only (raw data – not for general use),,P11,,,,
Oxy,HornMountain,EPRMS,M42,measured,WC Longitude DecMin, none,GPS,WESTCRANE,RS232,SER-NMEA,,,West Crane Longitude Decimal Minutes only. 1 to 4 decimal places (0 - 0.XXXX minutes (raw data - not for general use)),,P11,,,,
Oxy,HornMountain,EPRMS,M43,measured,WC GPS Quality, none,GPS,WESTCRANE,RS232,SER-NMEA,,,West Crane GPS Quality,,P12,,,,
Oxy,HornMountain,EPRMS,M44,measured,WC Number of Sat, none,GPS,WESTCRANE,RS232,SER-NMEA,,,West Crane number of satellites being used to compute the position by the GPS receiver,,,,,,
Oxy,HornMountain,EPRMS,M45,measured,WC Wind Direction, deg,Crane,WESTCRANE,RS232,SER-NMEA,,WC Raw Wind Dir,West Crane Wind Sensor Raw Direction,at sensor height,P15,,,,
Oxy,HornMountain,EPRMS,M46,measured,WC Wind Speed, knots,Crane,WESTCRANE,RS232,SER-NMEA,,WC Raw Wind Spd,West Crane Wind Sensor Raw Speed,at sensor height,P15,,,,
Oxy,HornMountain,EPRMS,M47,measured,WC Compass Heading, deg,Crane,WESTCRANE,RS232,SER-NMEA,,WC Crane Heading,West Crane Heading from Crane Rest,,P11,,,,
Oxy,HornMountain,EPRMS,M48,measured,Draft, ft,Level,DRAFT,,OPC-CLIENT,,,Draft in ft,,P28,,,,
Oxy,HornMountain,EPRMS,M49,measured,Ballast-3 NVB Level, ft,Level,Ballast,,OPC-CLIENT,,,Ballast-3 NVB Level in ft,,,,,,
Oxy,HornMountain,EPRMS,M50,measured,Ballast-3 EVB Level, ft,Level,Ballast,,OPC-CLIENT,,,Ballast-3 EVB Level in ft,,,,,,
Oxy,HornMountain,EPRMS,M51,measured,Ballast-3 SVB Level, ft,Level,Ballast,,OPC-CLIENT,,,Ballast-3 SVB Level in ft,,,,,,
Oxy,HornMountain,EPRMS,M52,measured,Ballast-3 WVB Level, ft,Level,Ballast,,OPC-CLIENT,,,Ballast-3 WVB Level in ft,,,,,,
Oxy,HornMountain,EPRMS,M53,measured,Void-4 NVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-4 NVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M54,measured,Void-5 NVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-5 NVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M55,measured,Void-6 NVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-6 NVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M56,measured,Void-7 NVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-7 NVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M57,measured,Void-4 EVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-4 EVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M58,measured,Void-5 EVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-5 EVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M59,measured,Void-6 EVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-6 EVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M60,measured,Void-7 EVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-7 EVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M61,measured,Void-4 SVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-4 SVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M62,measured,Void-5 SVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-5 SVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M63,measured,Void-6 SVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-6 SVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M64,measured,Void-7 SVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-7 SVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M65,measured,Void-4 WVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-4 WVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M66,measured,Void-5 WVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-5 WVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M67,measured,Void-6 WVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-6 WVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M68,measured,Void-7 WVO Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-7 WVO Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M69,measured,Void-6 NDH Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-6 NDH Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M70,measured,Void-6 EDH Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-6 EDH Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M71,measured,Void-6 SDH Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-6 SDH Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M72,measured,Void-6 WDH Leak, boolean,Leak,Ballast,,OPC-CLIENT,,,Void-6 WDH Leak boolean,,,,,,
Oxy,HornMountain,EPRMS,M73,measured,Mooring LineOut 1, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 1 in ft,,,,,,
Oxy,HornMountain,EPRMS,M74,measured,Mooring Tension 1, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 1 in kips,,,,,,
Oxy,HornMountain,EPRMS,M75,measured,Mooring LineOut 2, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 2 in ft,,,,,,
Oxy,HornMountain,EPRMS,M76,measured,Mooring Tension 2, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 2 in kips,,,,,,
Oxy,HornMountain,EPRMS,M77,measured,Mooring LineOut 3, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 3 in ft,,,,,,
Oxy,HornMountain,EPRMS,M78,measured,Mooring Tension 3, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 3 in kips,,,,,,
Oxy,HornMountain,EPRMS,M79,measured,Mooring LineOut 4, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 4 in ft,,,,,,
Oxy,HornMountain,EPRMS,M80,measured,Mooring Tension 4, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 4 in kips,,,,,,
Oxy,HornMountain,EPRMS,M81,measured,Mooring LineOut 5, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 5 in ft,,,,,,
Oxy,HornMountain,EPRMS,M82,measured,Mooring Tension 5, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 5 in kips,,,,,,
Oxy,HornMountain,EPRMS,M83,measured,Mooring LineOut 6, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 6 in ft,,,,,,
Oxy,HornMountain,EPRMS,M84,measured,Mooring Tension 6, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 6 in kips,,,,,,
Oxy,HornMountain,EPRMS,M85,measured,Mooring LineOut 7, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 7 in ft,,,,,,
Oxy,HornMountain,EPRMS,M86,measured,Mooring Tension 7, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 7 in kips,,,,,,
Oxy,HornMountain,EPRMS,M87,measured,Mooring LineOut 8, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 8 in ft,,,,,,
Oxy,HornMountain,EPRMS,M88,measured,Mooring Tension 8, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 8 in kips,,,,,,
Oxy,HornMountain,EPRMS,M89,measured,Mooring LineOut 9, ft,Line,MOORING,,OPC-CLIENT,,,Mooring LineOut 9 in ft,,,,,,
Oxy,HornMountain,EPRMS,M90,measured,Mooring Tension 9, kips,Tension,MOORING,,OPC-CLIENT,,,Mooring Tension 9 in kips,,,,,,
Oxy,HornMountain,EPRMS,M91,measured,Riser A LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser A LC1 Tension in kips,,P18,,,,
Oxy,HornMountain,EPRMS,M92,measured,Riser A LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser A LC2 Tension in kips,,P18,,,,
Oxy,HornMountain,EPRMS,M93,measured,Riser A LC3, kips,Tension,RISER,ADAM4016 ,SER-ADAM,,,Measured Riser A LC3 Tension in kips,,P18,,,,
Oxy,HornMountain,EPRMS,M94,measured,Riser A BC5 Pressure, psi,Pressure,RISER,ADAM4016 ,SER-ADAM,,,Riser A BC5 pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M95,measured,Riser A BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser A BC6 pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M96,measured,Riser A BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser A BC7 pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M97,measured,Riser A BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser A BC8 pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M98,measured,Riser A BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser A BC9 pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M99,measured,Riser A BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser A BC10 pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M100,measured,Riser A BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser A BC11 pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M101,measured,Riser A BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser A BC12 pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M102,measured,Riser A Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser A Stem Pressure in psi,,P18,,,,
Oxy,HornMountain,EPRMS,M103,measured,Riser A Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser A Rel Motion in ft,,P18,,,,
Oxy,HornMountain,EPRMS,M104,measured,Riser B LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser B LC1 Tension in kips,,P19,,,,
Oxy,HornMountain,EPRMS,M105,measured,Riser B LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser B LC2 Tension in kips,,P19,,,,
Oxy,HornMountain,EPRMS,M106,measured,Riser B LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser B LC3 Tension in kips,,P19,,,,
Oxy,HornMountain,EPRMS,M107,measured,Riser B BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B BC5 pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M108,measured,Riser B BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B BC6 pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M109,measured,Riser B BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B BC7 pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M110,measured,Riser B BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B BC8 pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M111,measured,Riser B BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B BC9 pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M112,measured,Riser B BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B BC10 pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M113,measured,Riser B BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B BC11 pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M114,measured,Riser B BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B BC12 pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M115,measured,Riser B Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser B Stem Pressure in psi,,P19,,,,
Oxy,HornMountain,EPRMS,M116,measured,Riser B Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser B Rel Motion in ft,,P19,,,,
Oxy,HornMountain,EPRMS,M117,measured,Riser D LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser D LC1 Tension in kips,,P20,,,,
Oxy,HornMountain,EPRMS,M118,measured,Riser D LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser D LC2 Tension in kips,,P20,,,,
Oxy,HornMountain,EPRMS,M119,measured,Riser D LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser D LC3 Tension in kips,,P20,,,,
Oxy,HornMountain,EPRMS,M120,measured,Riser D BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D BC5 pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M121,measured,Riser D BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D BC6 pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M122,measured,Riser D BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D BC7 pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M123,measured,Riser D BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D BC8 pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M124,measured,Riser D BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D BC9 pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M125,measured,Riser D BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D BC10 pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M126,measured,Riser D BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D BC11 pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M127,measured,Riser D BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D BC12 pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M128,measured,Riser D Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser D Stem Pressure in psi,,P20,,,,
Oxy,HornMountain,EPRMS,M129,measured,Riser D Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser D Rel Motion in ft,,P20,,,,
Oxy,HornMountain,EPRMS,M130,measured,Riser E LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser E LC1 Tension in kips,,P21,,,,
Oxy,HornMountain,EPRMS,M131,measured,Riser E LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser E LC2 Tension in kips,,P21,,,,
Oxy,HornMountain,EPRMS,M132,measured,Riser E LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser E LC3 Tension in kips,,P21,,,,
Oxy,HornMountain,EPRMS,M133,measured,Riser E BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E BC5 pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M134,measured,Riser E BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E BC6 pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M135,measured,Riser E BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E BC7 pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M136,measured,Riser E BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E BC8 pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M137,measured,Riser E BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E BC9 pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M138,measured,Riser E BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E BC10 pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M139,measured,Riser E BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E BC11 pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M140,measured,Riser E BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E BC12 pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M141,measured,Riser E Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser E Stem Pressure in psi,,P21,,,,
Oxy,HornMountain,EPRMS,M142,measured,Riser E Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser E Rel Motion in ft,,P21,,,,
Oxy,HornMountain,EPRMS,M143,measured,Riser F LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser F LC1 Tension in kips,,P22,,,,
Oxy,HornMountain,EPRMS,M144,measured,Riser F LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser F LC2 Tension in kips,,P22,,,,
Oxy,HornMountain,EPRMS,M145,measured,Riser F LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser F LC3 Tension in kips,,P22,,,,
Oxy,HornMountain,EPRMS,M146,measured,Riser F BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F BC5 pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M147,measured,Riser F BC6 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F BC6 pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M148,measured,Riser F BC7 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F BC7 pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M149,measured,Riser F BC8 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F BC8 pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M150,measured,Riser F BC9 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F BC9 pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M151,measured,Riser F BC10 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F BC10 pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M152,measured,Riser F BC11 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F BC11 pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M153,measured,Riser F BC12 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F BC12 pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M154,measured,Riser F Stem Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser F Stem Pressure in psi,,P22,,,,
Oxy,HornMountain,EPRMS,M155,measured,Riser F Rel Motion, ft,Motion,RISER,ADAM4016,SER-ADAM,,,Riser F Rel Motion in ft,,P22,,,,
Oxy,HornMountain,EPRMS,M156,measured,Riser H LC1, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser H LC1 Tension in kips,,P23,,,,
Oxy,HornMountain,EPRMS,M157,measured,Riser H LC2, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser H LC2 Tension in kips,,P23,,,,
Oxy,HornMountain,EPRMS,M158,measured,Riser H LC3, kips,Tension,RISER,ADAM4016,SER-ADAM,,,Measured Riser H LC3 Tension in kips,,P23,,,,
Oxy,HornMountain,EPRMS,M159,measured,Riser H BC5 Pressure, psi,Pressure,RISER,ADAM4016,SER-ADAM,,,Riser H BC5 pressure in psi,,P23,,,,
