client,facility,system,device,channo,channame,chanunits,description
Murphy,Medusa,EPMS,Derived,197,Riser E-A1 LC 3 Diff,kips,"Difference between raw channel Riser E-A1 LC 3 Load  and the average of Riser E-A1 LC 1 Load, Riser E-A1 LC 2 Load, Riser E-A1 LC 3 Load"
Murphy,Medusa,EPMS,Derived,198,Riser E-A1 X Bending,kip-ft,"Values of Riser LC1, LC2, LC3 headings from Platform North plus the Riser Load cell radius from center of riser (as given in the Constants files) are used to calculate  X bending (N/S) "
Murphy,Medusa,EPMS,Derived,199,Riser E-A1 Y Bending,kip-ft,"Values of Riser LC1, LC2, LC3 headings from Platform North plus the Riser Load cell radius from center of riser (as given in the Constants files) are used to calculate  Y bending (E/W)"
Murphy,Medusa,EPMS,Derived,200,Riser E-A1 Load,kips,Sum of measured Load Cells for Riser E-A1 (LC 1 Load + LC 2 Load + LC 3 Load)
Murphy,Medusa,EPMS,Derived,201,Riser F-A3 LC 1 Diff,kips,"Difference between raw channel Riser F-A3 LC 1 Load  and the average of Riser F-A3 LC 1 Load, Riser F-A3 LC 2 Load, Riser F-A3 LC 3 Load"
Murphy,Medusa,EPMS,Derived,202,Riser F-A3 LC 2 Diff,kips,"Difference between raw channel Riser F-A3 LC 2 Load  and the average of Riser F-A3 LC 1 Load, Riser F-A3 LC 2 Load, Riser F-A3 LC 3 Load"
Murphy,Medusa,EPMS,Derived,203,Riser F-A3 LC 3 Diff,kips,"Difference between raw channel Riser F-A3 LC 3 Load  and the average of Riser F-A3 LC 1 Load, Riser F-A3 LC 2 Load, Riser F-A3 LC 3 Load"
Murphy,Medusa,EPMS,Derived,204,Riser F-A3 X Bending,kip-ft,"Values of Riser LC1, LC2, LC3 headings from Platform North plus the Riser Load cell radius from center of riser (as given in the Constants files) are used to calculate  X bending (N/S) "
Murphy,Medusa,EPMS,Derived,205,Riser F-A3 Y Bending,kip-ft,"Values of Riser LC1, LC2, LC3 headings from Platform North plus the Riser Load cell radius from center of riser (as given in the Constants files) are used to calculate  Y bending (E/W)"
Murphy,Medusa,EPMS,Derived,206,Riser F-A3 Load,kips,Sum of measured Load Cells for Riser  F-A3 (LC 1 Load + LC 2 Load + LC 3 Load)
Murphy,Medusa,EPMS,Derived,207,Riser G-A5 LC 1 Diff,kips,"Difference between raw channel Riser G-A5 LC 1 Load  and the average of Riser G-A5 LC 1 Load, Riser G-A5 LC 2 Load, Riser G-A5 LC 3 Load"
Murphy,Medusa,EPMS,Derived,208,Riser G-A5 LC 2 Diff,kips,"Difference between raw channel Riser G-A5 LC 2 Load  and the average of Riser G-A5 LC 1 Load, Riser G-A5 LC 2 Load, Riser G-A5 LC 3 Load"
Murphy,Medusa,EPMS,Derived,209,Riser G-A5 LC 3 Diff,kips,"Difference between raw channel Riser G-A5 LC 3 Load  and the average of Riser G-A5 LC 1 Load, Riser G-A5 LC 2 Load, Riser G-A5 LC 3 Load"
