client,facility,system,device,channo,channame,chanunits,description
Shell,Stones,IMMS,MET Bouy,94,MET Buoy uv007,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,95,MET Buoy vv007,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,96,MET Buoy dv008,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,97,MET Buoy uv008,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,98,MET Buoy vv008,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,99,MET Buoy dv009,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,100,MET Buoy uv009,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,101,MET Buoy vv009,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,102,MET Buoy dv010,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,103,MET Buoy uv010,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,104,MET Buoy vv010,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,105,MET Buoy dv011,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,106,MET Buoy uv011,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,107,MET Buoy vv011,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,108,MET Buoy dv012,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,109,MET Buoy uv012,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,110,MET Buoy vv012,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,111,MET Buoy dv013,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,112,MET Buoy uv013,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,113,MET Buoy vv013,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,114,MET Buoy dv014,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,115,MET Buoy uv014,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,116,MET Buoy vv014,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,117,MET Buoy dv015,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,118,MET Buoy uv015,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,119,MET Buoy vv015,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,120,MET Buoy dv016,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,121,MET Buoy uv016,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,122,MET Buoy vv016,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,123,MET Buoy dv017,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,124,MET Buoy uv017,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,125,MET Buoy vv017,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,126,MET Buoy dv018,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,127,MET Buoy uv018,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,128,MET Buoy vv018,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,129,MET Buoy dv019,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,130,MET Buoy uv019,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,131,MET Buoy vv019,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,132,MET Buoy dv020,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,133,MET Buoy uv020,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,134,MET Buoy vv020,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,135,MET Buoy dv021,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,136,MET Buoy uv021,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,137,MET Buoy vv021,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,138,MET Buoy dv022,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,139,MET Buoy uv022,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,140,MET Buoy vv022,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,141,MET Buoy dv023,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,142,MET Buoy uv023,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,143,MET Buoy vv023,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,144,MET Buoy dv024,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,145,MET Buoy uv024,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,146,MET Buoy vv024,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,147,MET Buoy dv025,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,148,MET Buoy uv025,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,149,MET Buoy vv025,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,150,MET Buoy dv026,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,151,MET Buoy uv026,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,152,MET Buoy vv026,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,153,MET Buoy dv027,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,154,MET Buoy uv027,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,155,MET Buoy vv027,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,156,MET Buoy dv028,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,157,MET Buoy uv028,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,158,MET Buoy vv028,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,159,MET Buoy dv029,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,160,MET Buoy uv029,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,161,MET Buoy vv029,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,162,MET Buoy dv030,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,163,MET Buoy uv030,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,164,MET Buoy vv030,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,165,MET Buoy dv031,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,166,MET Buoy uv031,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,167,MET Buoy vv031,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,168,MET Buoy dv032,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,169,MET Buoy uv032,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,170,MET Buoy vv032,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,171,MET Buoy dv033,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,172,MET Buoy uv033,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,173,MET Buoy vv033,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,174,MET Buoy dv034,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,175,MET Buoy uv034,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,176,MET Buoy vv034,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,177,MET Buoy dv035,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,178,MET Buoy uv035,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,179,MET Buoy vv035,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,180,MET Buoy dv036,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,181,MET Buoy uv036,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,182,MET Buoy vv036,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,183,MET Buoy dv037,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,184,MET Buoy uv037,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,185,MET Buoy vv037,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,186,MET Buoy dv038,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,187,MET Buoy uv038,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,188,MET Buoy vv038,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,189,MET Buoy dv039,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,190,MET Buoy uv039,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,191,MET Buoy vv039,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,192,MET Buoy dv040,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,193,MET Buoy uv040,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,194,MET Buoy vv040,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,195,MET Buoy dv041,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,196,MET Buoy uv041,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,197,MET Buoy vv041,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,198,MET Buoy dv042,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,199,MET Buoy uv042,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,200,MET Buoy vv042,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,201,MET Buoy dv043,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,202,MET Buoy uv043,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,203,MET Buoy vv043,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,204,MET Buoy dv044,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,205,MET Buoy uv044,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,206,MET Buoy vv044,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,207,MET Buoy dv045,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,208,MET Buoy uv045,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,209,MET Buoy vv045,cm/s,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,210,MET Buoy dv046,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,211,MET Buoy uv046,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,212,MET Buoy vv046,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,213,MET Buoy dv047,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,214,MET Buoy uv047,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,215,MET Buoy vv047,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,216,MET Buoy dv048,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,217,MET Buoy uv048,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,218,MET Buoy vv048,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,219,MET Buoy dv049,ft,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,220,MET Buoy uv049,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,221,MET Buoy vv049,knots,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,222,MET Buoy Hour Minute,HH:MM,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,223,MET Buoy Month Day,MM:DD,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,MET Bouy,224,MET Buoy Year Second,YY:SS,"Measured bouy data, via ethernet satellite link."
Shell,Stones,IMMS,Turret GPS,225,Turret Latitude DegMin,DegMin,Latitude of the antenna in terms of degrees and integer minutes.
Shell,Stones,IMMS,Turret GPS,226,Turret Latitude DecMin,DecMin,Latitude of the antenna in terms of decimal minutes (decimal places 1 to 4).
Shell,Stones,IMMS,Turret GPS,227,Turret Latitude DecMin2,DecMin2,Latitude of the antenna in terms of decimal minutes (decimal places 5 to 8).
Shell,Stones,IMMS,Turret GPS,228,Turret Longitude DegMin,DegMin,Longitude of the antenna in terms of degrees and integer minutes.
Shell,Stones,IMMS,Turret GPS,229,Turret Longitude DecMin,DecMin,Longitude of the antenna in terms of decimal minutes (decimal places 1 to 4).
Shell,Stones,IMMS,Turret GPS,230,Turret Longitude DecMin2,DecMin2,Longiitude of the antenna in terms of decimal minutes (decimal places 5 to 8).
Shell,Stones,IMMS,Turret GPS,231,Turret Altitude 1,m,Altitude measurement at the antenna location in terms of integer meters.
Shell,Stones,IMMS,Turret GPS,232,Turret Altitude 2,mm*10,Altitude measurement at the antenna location in terms of integer centimeters.
Shell,Stones,IMMS,Turret GPS,233,Turret GPS Quality,#,Quality of the GPS data - 0 no fix ; 1 GPS only ; 2 Differential GPS.
Shell,Stones,IMMS,Turret GPS,234,Turret Number of Sats,#,Number of Satellites available for position measurement..
Shell,Stones,IMMS,Turret GPS,235,Turret HDOP,#,Horizontal dilution of precision.
Shell,Stones,IMMS,Turret GPS,236,Turret Age of Diff Corr,sec,Time lag of the correction signal in seconds.
Shell,Stones,IMMS,TSS-DMS,237,TBMS Roll,deg,Calculated inside 6DoF of roll angle of rotation about the local body longitudinal (x) axis. +ve Roll is Starboard Down.
Shell,Stones,IMMS,TSS-DMS,238,TBMS Pitch,deg,Calculated inside 6DoF of pitch angle of rotation about the local body transverse (y) axis. +ve Pitch is Bow Down.
