client,facility,system,device,channo,channame,chanunits,description
Shell,Auger,MIS,TIS,35,A1 Tendon 6 Angle,deg,Output A1 Tendon 6 Angle from TIS.
Shell,Auger,MIS,TIS,36,A1 Tendon 6 Status,bits,Output A1 Tendon 6 Status from TIS.
Shell,Auger,MIS,TIS,37,A5 Tendon 7 Bending,kips-ft,Output A5 Tendon 7 Bending from TIS.
Shell,Auger,MIS,TIS,38,A5 Tendon 7 Tension,kips,Output A5 Tendon 7 Tension from TIS.
Shell,Auger,MIS,TIS,39,A5 Tendon 7 Angle,deg,Output A5 Tendon 7 Angle from TIS.
Shell,Auger,MIS,TIS,40,A5 Tendon 7 Status,bits,Output A5 Tendon 7 Status from TIS.
Shell,Auger,MIS,TIS,41,A5 Tendon 8 Bending,kips-ft,Output A5 Tendon 8 Bending from TIS.
Shell,Auger,MIS,TIS,42,A5 Tendon 8 Tension,kips,Output A5 Tendon 8 Tension from TIS.
Shell,Auger,MIS,TIS,43,A5 Tendon 8 Angle,deg,Output A5 Tendon 8 Angle from TIS.
Shell,Auger,MIS,TIS,44,A5 Tendon 8 Status,bits,Output A5 Tendon 8 Status from TIS.
Shell,Auger,MIS,TIS,45,A5 Tendon 9 Bending,kips-ft,Output A5 Tendon 9 Bending from TIS.
Shell,Auger,MIS,TIS,46,A5 Tendon 9 Tension,kips,Output A5 Tendon 9 Tension from TIS.
Shell,Auger,MIS,TIS,47,A5 Tendon 9 Angle,deg,Output A5 Tendon 9 Angle from TIS.
Shell,Auger,MIS,TIS,48,A5 Tendon 9 Status,bits,Output A5 Tendon 9 Status from TIS.
Shell,Auger,MIS,TIS,49,E5 Tendon 10 Bending,kips-ft,Output E5 Tendon 10 Bending from TIS.
Shell,Auger,MIS,TIS,50,E5 Tendon 10 Tension,kips,Output E5 Tendon 10 Tension from TIS.
Shell,Auger,MIS,TIS,51,E5 Tendon 10 Angle,deg,Output E5 Tendon 10 Angle from TIS.
Shell,Auger,MIS,TIS,52,E5 Tendon 10 Status,bits,Output E5 Tendon 10 Status from TIS.
Shell,Auger,MIS,TIS,53,E5 Tendon 11 Bending,kips-ft,Output E5 Tendon 11 Bending from TIS.
Shell,Auger,MIS,TIS,54,E5 Tendon 11 Tension,kips,Output E5 Tendon 11 Tension from TIS.
Shell,Auger,MIS,TIS,55,E5 Tendon 11 Angle,deg,Output E5 Tendon 11 Angle from TIS.
Shell,Auger,MIS,TIS,56,E5 Tendon 11 Status,bits,Output E5 Tendon 11 Status from TIS.
Shell,Auger,MIS,TIS,57,E5 Tendon 12 Bending,kips-ft,Output E5 Tendon 12 Bending from TIS.
Shell,Auger,MIS,TIS,58,E5 Tendon 12 Tension,kips,Output E5 Tendon 12 Tension from TIS.
Shell,Auger,MIS,TIS,59,E5 Tendon 12 Angle,deg,Output E5 Tendon 12 Angle from TIS.
Shell,Auger,MIS,TIS,60,E5 Tendon 12 Status,bits,Output E5 Tendon 12 Status from TIS.
Shell,Auger,MIS,TIS,61,TIS Status 1,bits,
Shell,Auger,MIS,TIS,62,TIS Status 2,bits,
Shell,Auger,MIS,TIS,63,TIS Status 3,bits,
Shell,Auger,MIS,AWOS,64,AWOS Cloud Height,ft,Measured cloud height on the 1st cloud layer.
Shell,Auger,MIS,AWOS,65,AWOS Cloud Coverage,code,"Measured types of cloud cover conditions include SKC (sky clear), FEW (trace), SCT (scattered), BKN (broken) and OVC (overcast). Cloud cover is reported in terms of 1/8th of sky cover with 1-2/8th being FEW, 3-4/8th being SCT, 5-7/8th being BKN and 8/8 denoted at OVC."
Shell,Auger,MIS,AWOS,66,AWOS Cloud Ht 2,ft,Measured cloud height on the 2nd cloud layer
Shell,Auger,MIS,AWOS,67,AWOS Sky Cond 2,code,"Measured sky condition on the 2nd cloud layer (the coded results include Clear, Scattered, Obscured, etc.)"
Shell,Auger,MIS,AWOS,68,AWOS Cloud Ht 3,ft,Measured cloud height on the 3rd cloud layer
Shell,Auger,MIS,AWOS,69,AWOS Sky Cond 3,code,"Measured sky condition on the 3rd cloud layer (the coded results include Clear, Scattered, Obscured, etc.)"
Shell,Auger,MIS,AWOS,70,AWOS Visibility,mile,Measured visibility.
Shell,Auger,MIS,AWOS,71,AWOS Rain Accumulation,in/hr,"Measured the amount of precipitation measured during the past hour, counting from the beginning of the hour."
Shell,Auger,MIS,AWOS,72,AWOS Air Temperature,degF,Measured air temperature at sensor location.
Shell,Auger,MIS,AWOS,73,AWOS Dew Point,degF,Measured dew point at sensor location.
Shell,Auger,MIS,AWOS,74,AWOS 2min Wind Dir,degT,"Measured 2-minute average relative wind direction from, at sensor location."
Shell,Auger,MIS,AWOS,75,AWOS 2min Wind Spd,knots,Measured 2-minute average wind speed at the sensor location.
Shell,Auger,MIS,AWOS,76,AWOS Altimeter,inHg,Measured altitude above the MSL (mean sea level) elevation.
Shell,Auger,MIS,AWOS,77,AWOS Density Alt,ft,Measured altitude in the standard atmosphere where air density is equivalent to that of the airport.
Shell,Auger,MIS,AWOS,78,AWOS Baro Pressure,inHg,Measured barometric pressure.
Shell,Auger,MIS,AWOS,79,AWOS Present Weather1,code,"Derived from data for several parameters, including air temperature, dew point, temperature, visibility, lightning (when available), and precipitation type and rate data from the present weather sensor, the result is in code including 3 parts: intensity, descriptor, phenomena."
Shell,Auger,MIS,AWOS,80,AWOS Present Weather2,code,"Derived from data for several parameters, including air temperature, dew point, temperature, visibility, lightning (when available), and precipitation type and rate data from the present weather sensor, the result is in code including 3 parts: intensity, descriptor, phenomena."
Shell,Auger,MIS,AWOS,81,AWOS Present Weather3,code,"Derived from data for several parameters, including air temperature, dew point, temperature, visibility, lightning (when available), and precipitation type and rate data from the present weather sensor, the result is in code including 3 parts: intensity, descriptor, phenomena."
Shell,Auger,MIS,AWOS,82,AWOS Humidity,percent,Measured relative humidity at sensor location.
Shell,Auger,MIS,AWOS,83,AWOS 2min Wind Spd Gust,knots,Derived wind gust speed computed during the previous 2 minutes.
Shell,Auger,MIS,Waves,84,Sig Wave Height,ft,Measured significant wave height.
Shell,Auger,MIS,Waves,85,Max Sig Wave Height,ft,Measured maximum wave height.
Shell,Auger,MIS,Waves,86,Wave Period,sec,Measured wave peak period.
Shell,Auger,MIS,Waves,87,Wave Dir,deg,"Measured wave direction from, true."
Shell,Auger,MIS,Waves,88,Pri Wave Dir Spread,deg,Direction spreading of the wave spectrum's primary peak energy.
Shell,Auger,MIS,Waves,89,Wave Steepness,none,Measured wave steepness.
Shell,Auger,MIS,Waves,90,Mean 0 Upcrossing Period,sec,Measured average wave zero up-crossing period.
Shell,Auger,MIS,Waves,91,Sec Wave Peak Dir,deg,"Measured secondary wave peak direction from, true."
Shell,Auger,MIS,Waves,92,Wave HI Time,sec,"Measured wave data point timestamp. Combined ""Wave HI Time"" and  ""Wave LO Time"" channels give the measured data timestamp."
Shell,Auger,MIS,Waves,93,Wave LO Time,sec,"Measured wave data point timestamp. Combined ""Wave HI Time"" and  ""Wave LO Time"" channels give the measured data timestamp."
Shell,Auger,MIS,Surface Currnet Speed,94,Surface Current Spd,knots,Measured surface current speed.
Shell,Auger,MIS,Surface Currnet Speed,95,Surface Current Dir,deg,"Measured surface current direction towards, true."
Shell,Auger,MIS,Surface Currnet Speed,96,Current HI Time,sec,"Measured current data point timestamp. Combined ""Current HI Time"" and  ""Current LO Time"" channels give the measured data timestamp."
Shell,Auger,MIS,Surface Currnet Speed,97,Current LO Time,sec,"Measured current data point timestamp. Combined ""Current HI Time"" and  ""Current LO Time"" channels give the measured data timestamp."
Shell,Auger,MIS,Watchdog,98,MET WatchDog,counter,Indicates whether the metocean computer is communicating to BMT WinMon or not.
Shell,Auger,MIS,OSD,99,Oil Spill Detection,bool,Measured whether oil is spilled.
Shell,Auger,MIS,ADCP,100,ADCP Max Current Spd,knots,Max VADCP Current Speed from configured bin ranges.
Shell,Auger,MIS,ADCP,101,ADCP Max Current Dir,degT,Corresponding Direction to the Max VADCP Current Speed.
Shell,Auger,MIS,ADCP,102,ADCP Temperature,degF,Measured sea water temperature at sensor location.
Shell,Auger,MIS,"Mooring, Draft & Tanks",103,ABJ-1004 Level,ft,Ballast Tank Level.
Shell,Auger,MIS,"Mooring, Draft & Tanks",104,ML 3 Line Out,ft,"Output ML 3 Line Out, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",105,ML 3 Tension A,kips,"Output ML 3 Tension A, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",106,ML 3 Tension B,kips,"Output ML 3 Tension B, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",107,ML 4 Line Out,ft,"Output ML 4 Line Out, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",108,ML 4 Tension A,kips,"Output ML 4 Tension A, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",109,ML 4 Tension B,kips,"Output ML 4 Tension B, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",110,BAL-CA1-B0 Level,ft,"Output BAL-CA1-B0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",111,BAL-CA1-C0 Level,ft,"Output BAL-CA1-C0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",112,BAL-CA1-D0 Level,ft,"Output BAL-CA1-D0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",113,BAL-CA1-E0 Level,ft,"Output BAL-CA1-E0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",114,BAL-CA1-F0 Level,ft,"Output BAL-CA1-F0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",115,BAL-P1A Level,ft,"Output BAL-P1A Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",116,BAL-P1B Level,ft,"Output BAL-P1B Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",117,BAL-PAA Level,ft,"Output BAL-PAA Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",118,ABJ-810 Level,ft,"Output ABJ-810 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",119,ML 5 Line Out,ft,"Output ML 5 Line Out, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",120,ML 5 Tension A,kips,"Output ML 5 Tension A, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",121,ML 5 Tension B,kips,"Output ML 5 Tension B, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",122,ML 6 Line Out,ft,"Output ML 6 Line Out, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",123,ML 6 Tension A,kips,"Output ML 6 Tension A, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",124,ML 6 Tension B,kips,"Output ML 6 Tension B, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",125,A5 Draft,ft,"Output A5 Draft, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",126,BAL-CA5-B0 Level,ft,"Output BAL-CA5-B0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",127,BAL-CA5-C0 Level,ft,"Output BAL-CA5-C0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",128,BAL-CA5-D0 Level,ft,"Output BAL-CA5-D0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",129,BAL-CA5-E0 Level,ft,"Output BAL-CA5-E0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",130,BAL-CA5-F0 Level,ft,"Output BAL-CA5-F0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",131,BAL-P5A Level,ft,"Output BAL-P5A Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",132,BAL-P5B Level,ft,"Output BAL-P5B Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",133,BAL-PAB Level,ft,"Output BAL-PAB Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",134,NS Inclination,deg,"Output NS Inclination, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",135,EW Inclination,deg,"Output EW Inclination, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",136,ABJ-1006 Level,ft,"Output ABJ-1006 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",137,ML 1 Line Out,ft,"Output ML 1 Line Out, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",138,ML 1 Tension A,kips,"Output ML 1 Tension A, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",139,ML 1 Tension B,kips,"Output ML 1 Tension B, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",140,ML 2 Line Out,ft,"Output ML 2 Line Out, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",141,ML 2 Tension A,kips,"Output ML 2 Tension A, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",142,ML 2 Tension B,kips,"Output ML 2 Tension B, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",143,E1 Draft,ft,"Output E1 Draft, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",144,ABJ-1005 Level,ft,"Output ABJ-1005 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",145,ABJ-1250 Level,ft,"Output ABJ-1250 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",146,BAL-CE1-B0 Level,ft,"Output BAL-CE1-B0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",147,BAL-CE1-C0 Level,ft,"Output BAL-CE1-C0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",148,BAL-CE1-D0 Level,ft,"Output BAL-CE1-D0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",149,BAL-CE1-E0 Level,ft,"Output BAL-CE1-E0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",150,BAL-CE1-F0 Level,ft,"Output BAL-CE1-F0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",151,BAL-P1C Level,ft,"Output BAL-P1C Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",152,BAL-PEA Level,ft,"Output BAL-PEA Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",153,ML 7 Line Out,ft,"Output ML 7 Line Out, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",154,ML 7 Tension A,kips,"Output ML 7 Tension A, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",155,ML 7 Tension B,kips,"Output ML 7 Tension B, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",156,ML 8 Line Out,ft,"Output ML 8 Line Out, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",157,ML 8 Tension A,kips,"Output ML 8 Tension A, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",158,ML 8 Tension B,kips,"Output ML 8 Tension B, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",159,ABJ-1007 Level,ft,"Output ABJ-1007 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",160,ABJ-1008 Level,ft,"Output ABJ-1008 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",161,BAL-CE5-B0 Level,ft,"Output BAL-CE5-B0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",162,BAL-CE5-C0 Level,ft,"Output BAL-CE5-C0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",163,BAL-CE5-D0 Level,ft,"Output BAL-CE5-D0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",164,BAL-CE5-E0 Level,ft,"Output BAL-CE5-E0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",165,BAL-CE5-F0 Level,ft,"Output BAL-CE5-F0 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",166,BAL-P5C Level,ft,"Output BAL-P5C Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",167,BAL-PEB Level,ft,"Output BAL-PEB Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",168,ABJ-710 Level,ft,"Output ABJ-710 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",169,ABJ-720 Level,ft,"Output ABJ-720 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",170,ABJ-1004 Vol BBLS,bbls,"Output ABJ-1004 Vol BBLS, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",171,ABJ-1005 Vol Gals,gals,"Output ABJ-1005 Vol Gals, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",172,ABJ-1006 Vol BBLS,bbls,"Output ABJ-1006 Vol BBLS, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",173,ABJ-1007 Vol Gals,gals,"Output ABJ-1007 Vol Gals, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",174,ABJ-1008 Vol Gals,gals,"Output ABJ-1008 Vol Gals, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",175,ABJ-1250 Vol Gals,gals,"Output ABJ-1250 Vol Gals, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",176,ABJ-710 Vol Gals,gals,"Output ABJ-710 Vol Gals, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",177,ABJ-720 Vol Gals,gals,"Output ABJ-720 Vol Gals, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",178,ABJ-810 Vol Gals,gals,"Output ABJ-810 Vol Gals, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",179,E1 A Loss of Comms,bool,"Output E1 A Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",180,E1 B Loss of Comms,bool,"Output E1 B Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",181,E1 C Loss of Comms,bool,"Output E1 C Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",182,A1 A Loss of Comms,bool,"Output A1 A Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",183,A1 B Loss of Comms,bool,"Output A1 B Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",184,A1 C Loss of Comms,bool,"Output A1 C Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",185,A5 A Loss of Comms,bool,"Output A5 A Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",186,A5 B Loss of Comms,bool,"Output A5 B Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",187,A5 C Loss of Comms,bool,"Output A5 C Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",188,E5 A Loss of Comms,bool,"Output E5 A Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",189,E5 B Loss of Comms,bool,"Output E5 B Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",190,E5 C Loss of Comms,bool,"Output E5 C Loss of Comms, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",191,ABJ-820 Level,ft,"Output ABJ-820 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",192,MBJ-809 Level,ft,"Output MBJ-809 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",193,ABJ-310 Level,ft,"Output ABJ-310 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,"Mooring, Draft & Tanks",194,ABJ-320 Level,ft,"Output ABJ-320 Level, from Mooring, Draft & Tanks."
Shell,Auger,MIS,Derived,195,A1 DLR Fault CP1-CP3,bool,
Shell,Auger,MIS,Derived,196,A1 DLR Fault CP1-CP4,booll,
Shell,Auger,MIS,Derived,197,A1 DLR Fault CP3-CP2,bool,
Shell,Auger,MIS,Derived,198,A1 DLR Fault CP4-CP2,bool,
Shell,Auger,MIS,Derived,199,A5 DLR Fault CP1-CP3,bool,
Shell,Auger,MIS,Derived,200,A5 DLR Fault CP1-CP4,bool,
Shell,Auger,MIS,Derived,201,A5 DLR Fault CP3-CP2,bool,
Shell,Auger,MIS,Derived,202,A5 DLR Fault CP4-CP2,bool,
Shell,Auger,MIS,Derived,203,E1 DLR Fault CP1-CP3,bool,
Shell,Auger,MIS,Derived,204,E1 DLR Fault CP1-CP4,bool,
Shell,Auger,MIS,Derived,205,E1 DLR Fault CP3-CP2,bool,
Shell,Auger,MIS,Derived,206,E1 DLR Fault CP4-CP2,bool,
Shell,Auger,MIS,Derived,207,E5 DLR Fault CP1-CP3,bool,
Shell,Auger,MIS,Derived,208,E5 DLR Fault CP1-CP4,bool,
Shell,Auger,MIS,Derived,209,E5 DLR Fault CP3-CP2,bool,
Shell,Auger,MIS,Derived,210,E5 DLR Fault CP4-CP2,bool,
Shell,Auger,MIS,MAS Tendons,211,MAS Watchdog,#,Indicates whether the MAS software is communicating to BMT WinMon or not.
Shell,Auger,MIS,MAS Tendons,212,Calculation Flag,ND,
Shell,Auger,MIS,MAS Tendons,213,Target Tendon 1,kips,
Shell,Auger,MIS,MAS Tendons,214,Target Tendon 2,kips,
Shell,Auger,MIS,MAS Tendons,215,Target Tendon 3,kips,
Shell,Auger,MIS,MAS Tendons,216,Target Tendon 4,kips,
Shell,Auger,MIS,MAS Tendons,217,Target Tendon 5,kips,
Shell,Auger,MIS,MAS Tendons,218,Target Tendon 6,kips,
Shell,Auger,MIS,MAS Tendons,219,Target Tendon 7,kips,
Shell,Auger,MIS,MAS Tendons,220,Target Tendon 8,kips,
Shell,Auger,MIS,MAS Tendons,221,Target Tendon 9,kips,
Shell,Auger,MIS,MAS Tendons,222,Target Tendon 10,kips,
