client,facility,system,device,channo,channame,chanunits,description
BP,Atlantis,IMMS,Tension,64,SE Col Mooring Tension 12 ,kips    ,SE Col Mooring Tension 12  in kips
BP,Atlantis,IMMS,Level,65,HPU Drain Tank Lvl        ,ft      ,HPU Drain Tank Level in ft       
BP,Atlantis,IMMS,Level,66,HPU Oil Reservoir Lvl     ,ft      ,HPU Oil Reservoir Level in ft
BP,Atlantis,IMMS,Draft,67,NW Draft Gauge            ,ft      ,NW Draft in ft
BP,Atlantis,IMMS,Draft,68,NE Draft Gauge            ,ft      ,NE Draft in ft
BP,Atlantis,IMMS,Draft,69,SE Draft Gauge            ,ft      ,SE Draft in ft
BP,Atlantis,IMMS,Draft,70,SW Draft Gauge            ,ft      ,SW Draft in ft
BP,Atlantis,IMMS,Watchdog,71,OPC Watchdog Tag          ,sec     ,Heartbeat Counter
BP,Atlantis,IMMS,Zenmas,72,ZenMAS Alarm Status       ,bool    ,Zenmas Alarm Status boolean
BP,Atlantis,IMMS,Zenmas,73,Zenmas Northings          ,ft      ,Zenmas Latitude from Reference Latitude converted to feet rotated to platform coordinates and corrected to platform origin
BP,Atlantis,IMMS,Zenmas,74,Zenmas Eastings           ,ft      ,Zenmas Longitude from Reference Longitude converted to feet rotated to platform coordinates and corrected to platform origin
BP,Atlantis,IMMS,Zenmas,75,Zenmas Yaw                ,degT    ,Zenmas Yaw angle of rotation about the local body vertical (z) axis. +ve Yaw is Platform West 
BP,Atlantis,IMMS,Load,76,PW1_Vertical_Load         ,kips    ,PW1_Vertical_Load in kips
BP,Atlantis,IMMS,Load,77,PE1_VERTICAL_LOAD         ,kips    ,PE1_VERTICAL_LOAD  in kips
BP,Atlantis,IMMS,Load,78,PE2_VERTICAL_LOAD         ,kips    ,PE2_VERTICAL_LOAD  in kips
BP,Atlantis,IMMS,Load,79,PE3_VERTICAL_LOAD         ,kips    ,PE3_VERTICAL_LOAD  in kips
BP,Atlantis,IMMS,Load,80,TW1_VERTICAL_LOAD         ,kips    ,TW1_VERTICAL_LOAD  in kips
BP,Atlantis,IMMS,Load,81,WIW_VERTICAL_LOAD         ,kips    ,WIW_VERTICAL_LOAD  in kips
BP,Atlantis,IMMS,Load,82,FWIE1_VERTICAL_LOAD       ,kips    ,FWIE1_VERTICAL_LOAD  in kips  
BP,Atlantis,IMMS,Load,83,FWIE2_VERTICAL_LOAD       ,kips    ,FWIE2_VERTICAL_LOAD  in kips    
BP,Atlantis,IMMS,Load,84,FE1_VERTICAL_LOAD         ,kips    ,FE1_VERTICAL_LOAD  in kips    
BP,Atlantis,IMMS,Load,85,FE2_VERTICAL_LOAD         ,kips    ,FE2_VERTICAL_LOAD in kips        
BP,Atlantis,IMMS,Load,86,FE3_VERTICAL_LOAD         ,kips    ,FE3_VERTICAL_LOAD in kips        
BP,Atlantis,IMMS,Load,87,FE4_VERTICAL_LOAD         ,kips    ,FE4_VERTICAL_LOAD in kips        
BP,Atlantis,IMMS,Load,88,FE5_VERTICAL_LOAD         ,kips    ,FE5_VERTICAL_LOAD in kips        
BP,Atlantis,IMMS,Load,89,FW1_VERTICAL_LOAD         ,kips    ,FW1_VERTICAL_LOAD  in kips       
BP,Atlantis,IMMS,Load,90,GEXP_VERTICAL_LOAD        ,kips    ,GEXP_VERTICAL_LOAD in kips        
BP,Atlantis,IMMS,Load,91,OEXP_VERTICAL_LOAD        ,kips    ,OEXP_VERTICAL_LOAD in kips       
BP,Atlantis,IMMS,Level,92,BW 103 NW Pntn Tank Level ,ft      ,BW 103 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,93,BW 103 NW Pntn Tank Volume,ft^3    ,BW 103 NW Pntn Tank Volume in ft^3
BP,Atlantis,IMMS,Weight,94,BW 103 NW Pntn Tank Weight,kips    ,BW 103 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,95,BW 105 NW Pntn Tank Level ,ft      ,BW 105 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,96,BW 105 NW Pntn Tank Volume,ft^3    ,BW 105 NW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,97,BW 105 NW Pntn Tank Weight,kips    ,BW 105 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,98,BW 109 NW Trim Tank Level ,ft      ,BW 109 NW Trim Tank Level in ft
BP,Atlantis,IMMS,Volume,99,BW 109 NW Trim Tank Volume,ft^3    ,BW 109 NW Trim Tank Volume ft^3
BP,Atlantis,IMMS,Weight,100,BW 109 NW Trim Tank Weight,kips    ,BW 109 NW Trim Tank Weight in kips
BP,Atlantis,IMMS,Level,101,BW 111 NW Pntn Tank Level ,ft      ,BW 111 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,102,BW 111 NW Pntn Tank Volume,ft^3    ,BW 111 NW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,103,BW 111 NW Pntn Tank Weight,kips    ,BW 111 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,104,BW 113 NW Pntn Tank Level ,ft      ,BW 113 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,105,BW 113 NW Pntn Tank Volume,ft^3    ,BW 113 NW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,106,BW 113 NW Pntn Tank Weight,kips    ,BW 113 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,107,BW 114 NW Pntn Tank Level ,ft      ,BW 114 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,108,BW 114 NW Pntn Tank Volume,ft^3    ,BW 114 NW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,109,BW 114 NW Pntn Tank Weight,kips    ,BW 114 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,110,BW 115 NW Pntn Tank Level ,ft      ,BW 115 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,111,BW 115 NW Pntn Tank Volume,ft^3    ,BW 115 NW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,112,BW 115 NW Pntn Tank Weight,kips    ,BW 115 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,113,BW 116 NW Pntn Tank Level ,ft      ,BW 116 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,114,BW 116 NW Pntn Tank Volume,ft^3    ,BW 116 NW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,115,BW 116 NW Pntn Tank Weight,kips    ,BW 116 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,116,BW 117 NW Pntn Tank Level ,ft      ,BW 117 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,117,BW 117 NW Pntn Tank Volume,ft^3    ,BW 117 NW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,118,BW 117 NW Pntn Tank Weight,kips    ,BW 117 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,119,BW 118 NW Pntn Tank Level ,ft      ,BW 118 NW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,120,BW 118 NW Pntn Tank Volume,ft^3    ,BW 118 NW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,121,BW 118 NW Pntn Tank Weight,kips    ,BW 118 NW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,122,BW 152 NW Col Tank Level  ,ft      ,BW 152 NW Col Tank Level in ft
BP,Atlantis,IMMS,Volume,123,BW 152 NW Col Tank Volume ,ft^3    ,BW 152 NW Col Tank Volume ft^3
BP,Atlantis,IMMS,Weight,124,BW 152 NW Col Tank Weight ,kips    ,BW 152 NW Col Tank Weight in kips
BP,Atlantis,IMMS,Level,125,BW 154 NW Col Tank Level  ,ft      ,BW 154 NW Col Tank Level in ft
BP,Atlantis,IMMS,Volume,126,BW 154 NW Col Tank Volume ,ft^3    ,BW 154 NW Col Tank Volume ft^3
BP,Atlantis,IMMS,Weight,127,BW 154 NW Col Tank Weight ,kips    ,BW 154 NW Col Tank Weight in kips
BP,Atlantis,IMMS,Level,128,BW 203 NE Pntn Tank Level ,ft      ,BW 203 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,129,BW 203 NE Pntn Tank Volume,ft^3    ,BW 203 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,130,BW 203 NE Pntn Tank Weight,kips    ,BW 203 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,131,BW 205 NE Pntn Tank Level ,ft      ,BW 205 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,132,BW 205 NE Pntn Tank Volume,ft^3    ,BW 205 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,133,BW 205 NE Pntn Tank Weight,kips    ,BW 205 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,134,BW 209 NE Trim Tank Level ,ft      ,BW 209 NE Trim Tank Level in ft
BP,Atlantis,IMMS,Volume,135,BW 209 NE Trim Tank Volume,ft^3    ,BW 209 NE Trim Tank Volume ft^3
BP,Atlantis,IMMS,Weight,136,BW 209 NE Trim Tank Weight,kips    ,BW 209 NE Trim Tank Weight in kips
BP,Atlantis,IMMS,Level,137,BW 211 NE Pntn Tank Level ,ft      ,BW 211 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,138,BW 211 NE Pntn Tank Volume,ft^3    ,BW 211 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,139,BW 211 NE Pntn Tank Weight,kips    ,BW 211 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,140,BW 213 NE Pntn Tank Level ,ft      ,BW 213 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,141,BW 213 NE Pntn Tank Volume,ft^3    ,BW 213 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,142,BW 213 NE Pntn Tank Weight,kips    ,BW 213 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,143,BW 214 NE Pntn Tank Level ,ft      ,BW 214 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,144,BW 214 NE Pntn Tank Volume,ft^3    ,BW 214 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,145,BW 214 NE Pntn Tank Weight,kips    ,BW 214 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,146,BW 215 NE Pntn Tank Level ,ft      ,BW 215 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,147,BW 215 NE Pntn Tank Volume,ft^3    ,BW 215 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,148,BW 215 NE Pntn Tank Weight,kips    ,BW 215 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,149,BW 216 NE Pntn Tank Level ,ft      ,BW 216 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,150,BW 216 NE Pntn Tank Volume,ft^3    ,BW 216 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,151,BW 216 NE Pntn Tank Weight,kips    ,BW 216 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,152,BW 217 NE Pntn Tank Level ,ft      ,BW 217 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,153,BW 217 NE Pntn Tank Volume,ft^3    ,BW 217 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,154,BW 217 NE Pntn Tank Weight,kips    ,BW 217 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,155,BW 218 NE Pntn Tank Level ,ft      ,BW 218 NE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,156,BW 218 NE Pntn Tank Volume,ft^3    ,BW 218 NE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,157,BW 218 NE Pntn Tank Weight,kips    ,BW 218 NE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,158,BW 252 NE Col Tank Level  ,ft      ,BW 252 NE Col Tank Level in ft
BP,Atlantis,IMMS,Volume,159,BW 252 NE Col Tank Volume ,ft^3    ,BW 252 NE Col Tank Volume ft^3
BP,Atlantis,IMMS,Weight,160,BW 252 NE Col Tank Weight ,kips    ,BW 252 NE Col Tank Weight in kips
BP,Atlantis,IMMS,Level,161,BW 254 NE Col Tank Level  ,ft      ,BW 254 NE Col Tank Level in ft  
BP,Atlantis,IMMS,Volume,162,BW 254 NE Col Tank Volume ,ft^3    ,BW 254 NE Col Tank Volume ft^3
BP,Atlantis,IMMS,Weight,163,BW 254 NE Col Tank Weight ,kips    ,BW 254 NE Col Tank Weight in kips
BP,Atlantis,IMMS,Level,164,BW 303 SE Pntn Tank Level ,ft      ,BW 303 SE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,165,BW 303 SE Pntn Tank Volume,ft^3    ,BW 303 SE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,166,BW 303 SE Pntn Tank Weight,kips    ,BW 303 SE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,167,BW 304 SE Pntn Tank Level ,ft      ,BW 304 SE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,168,BW 304 SE Pntn Tank Volume,ft^3    ,BW 304 SE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,169,BW 304 SE Pntn Tank Weight,kips    ,BW 304 SE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,170,BW 305 SE Pntn Tank Level ,ft      ,BW 305 SE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,171,BW 305 SE Pntn Tank Volume,ft^3    ,BW 305 SE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,172,BW 305 SE Pntn Tank Weight,kips    ,BW 305 SE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,173,BW 306 SE Pntn Tank Level ,ft      ,BW 306 SE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,174,BW 306 SE Pntn Tank Volume,ft^3    ,BW 306 SE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,175,BW 306 SE Pntn Tank Weight,kips    ,BW 306 SE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,176,BW 309 SE Trim Tank Level ,ft      ,BW 309 SE Trim Tank Level in ft
BP,Atlantis,IMMS,Volume,177,BW 309 SE Trim Tank Volume,ft^3    ,BW 309 SE Trim Tank Volume ft^3
BP,Atlantis,IMMS,Weight,178,BW 309 SE Trim Tank Weight,kips    ,BW 309 SE Trim Tank Weight in kips
BP,Atlantis,IMMS,Level,179,BW 311 SE Pntn Tank Level ,ft      ,BW 311 SE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,180,BW 311 SE Pntn Tank Volume,ft^3    ,BW 311 SE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,181,BW 311 SE Pntn Tank Weight,kips    ,BW 311 SE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,182,BW 314 SE Pntn Tank Level ,ft      ,BW 314 SE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,183,BW 314 SE Pntn Tank Volume,ft^3    ,BW 314 SE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,184,BW 314 SE Pntn Tank Weight,kips    ,BW 314 SE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,185,BW 316 SE Pntn Tank Level ,ft      ,BW 316 SE Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,186,BW 316 SE Pntn Tank Volume,ft^3    ,BW 316 SE Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,187,BW 316 SE Pntn Tank Weight,kips    ,BW 316 SE Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,188,BW 352 SE Col Tank Level  ,ft      ,BW 352 SE Col Tank Level in ft  
BP,Atlantis,IMMS,Volume,189,BW 352 SE Col Tank Volume ,ft^3    ,BW 352 SE Col Tank Volume ft^3
BP,Atlantis,IMMS,Weight,190,BW 352 SE Col Tank Weight ,kips    ,BW 352 SE Col Tank Weight in kips
BP,Atlantis,IMMS,Level,191,BW 354 SE Col Tank Level  ,ft      ,BW 354 SE Col Tank Level in ft 
BP,Atlantis,IMMS,Volume,192,BW 354 SE Col Tank Volume ,ft^3    ,BW 354 SE Col Tank Volume ft^3 
BP,Atlantis,IMMS,Weight,193,BW 354 SE Col Tank Weight ,kips    ,BW 354 SE Col Tank Weight in kips 
BP,Atlantis,IMMS,Level,194,BW 401 SW Pntn Tank Level ,ft      ,BW 401 SW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,195,BW 401 SW Pntn Tank Volume,ft^3    ,BW 401 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,196,BW 401 SW Pntn Tank Weight,kips    ,BW 401 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,197,BW 402 SW Pntn Tank Level ,ft      ,BW 402 SW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,198,BW 402 SW Pntn Tank Volume,ft^3    ,BW 402 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,199,BW 402 SW Pntn Tank Weight,kips    ,BW 402 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,200,BW 403 SW Pntn Tank Level ,ft      ,BW 403 SW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,201,BW 403 SW Pntn Tank Volume,ft^3    ,BW 403 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,202,BW 403 SW Pntn Tank Weight,kips    ,BW 403 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,203,BW 404 SW Pntn Tank Level ,ft      ,BW 404 SW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,204,BW 404 SW Pntn Tank Volume,ft^3    ,BW 404 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,205,BW 404 SW Pntn Tank Weight,kips    ,BW 404 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,206,BW 405 SW Pntn Tank Level ,ft      ,BW 405 SW Pntn Tank Level in ft 
BP,Atlantis,IMMS,Volume,207,BW 405 SW Pntn Tank Volume,ft^3    ,BW 405 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,208,BW 405 SW Pntn Tank Weight,kips    ,BW 405 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,209,BW 406 SW Pntn Tank Level ,ft      ,BW 406 SW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,210,BW 406 SW Pntn Tank Volume,ft^3    ,BW 406 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,211,BW 406 SW Pntn Tank Weight,kips    ,BW 406 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,212,BW 409 SW Trim Tank Level ,ft      ,BW 409 SW Trim Tank Level in ft
BP,Atlantis,IMMS,Volume,213,BW 409 SW Trim Tank Volume,ft^3    ,BW 409 SW Trim Tank Volume ft^3
BP,Atlantis,IMMS,Weight,214,BW 409 SW Trim Tank Weight,kips    ,BW 409 SW Trim Tank Weight in kips
BP,Atlantis,IMMS,Level,215,BW 411 SW Pntn Tank Level ,ft      ,BW 411 SW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,216,BW 411 SW Pntn Tank Volume,ft^3    ,BW 411 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,217,BW 411 SW Pntn Tank Weight,kips    ,BW 411 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,218,BW 413 SW Pntn Tank Level ,ft      ,BW 413 SW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,219,BW 413 SW Pntn Tank Volume,ft^3    ,BW 413 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,220,BW 413 SW Pntn Tank Weight,kips    ,BW 413 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,221,BW 415 SW Pntn Tank Level ,ft      ,BW 415 SW Pntn Tank Level in ft
BP,Atlantis,IMMS,Volume,222,BW 415 SW Pntn Tank Volume,ft^3    ,BW 415 SW Pntn Tank Volume ft^3
BP,Atlantis,IMMS,Weight,223,BW 415 SW Pntn Tank Weight,kips    ,BW 415 SW Pntn Tank Weight in kips
BP,Atlantis,IMMS,Level,224,BW 416 SW Pntn Tank Level ,ft      ,BW 416 SW Pntn Tank Level in ft
